LAKE_ID_WSA_50K,GAZETTED_NAME,WATERSHED_CODE_WSA_50K,WATERBODY_IDENTIFIER_WSA_50K,MAP_TITLE,DRAFT_DATE,DATUM,NUMBER_OF_MAP_SHEETS,SHEET_NO,MAP_IMAGE_FILENAME_PDF,PDF_FILE_URL
58830,TACHICK LAKE,180-271000-00000-00000-0000-0000-000-000-000-000-000-000,00480NECR,TACHICK L.,,NAD27,1,1 OF 1,00209801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00209801.pdf
243184,TACHILTA LAKES,650-480800-00000-00000-0000-0000-000-000-000-000-000-000,01683TUYR,TACHILTA LAKES,1987-05-21,NAD27,1,1 OF 2,00219201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00219201.pdf
243184,TACHILTA LAKES,650-480800-00000-00000-0000-0000-000-000-000-000-000-000,01683TUYR,TACHILTA LAKES,1987-05-21,NAD27,2,2 OF 2,00219202.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00219202.pdf
8993,TAD LAKE,100-385000-98600-98900-1130-0480-000-000-000-000-000-000,02238SAJR,TAD LAKE  ABEL LAKE,1968-10-01,NAD27,1,1 OF 1,00319201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00319201.pdf
306493,TADJISS LAKE,920-257700-20700-64800-0000-0000-000-000-000-000-000-000,00608COWN,TADJISS LAKE,1986-01-14,NAD27,1,1 OF 1,00297501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00297501.pdf
57817,TAGAI LAKE,180-069000-73200-00000-0000-0000-000-000-000-000-000-000,01165CHIL,TAGAI LAKE,1969-11-01,NAD27,1,1 OF 1,00209901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00209901.pdf
10402,TAHARTI LAKE,100-446700-83300-00000-0000-0000-000-000-000-000-000-000,01846NARC,TAHARTI L.,1973-02-01,NAD27,1,1 OF 1,00210001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210001.pdf
174096,TAHLA LAKE,310-367800-62000-35700-5420-0000-000-000-000-000-000-000,00114SIML,TAHLA L.,1978-08-23,NAD27,1,1 OF 1,00160001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160001.pdf
210625,TAHLO LAKE,480-598800-99100-00000-0000-0000-000-000-000-000-000-000,00171BABL,TAHLO L.,1976-02-18,NAD27,1,1 OF 1,00210101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210101.pdf
64443,TAHTSA LAKE,180-866000-00000-00000-0000-0000-000-000-000-000-000-000,00850UNRS,TAHTSA LAKE,1970-02-01,NAD27,1,1 OF 1,00160101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160101.pdf
60877,TAHULTZU LAKE,180-431600-00000-00000-0000-0000-000-000-000-000-000-000,01172NECR,TAHULTSU LAKE,1978-01-30,NAD27,1,1 OF 1,00210201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210201.pdf
69329,TAKATOOT LAKE,182-819600-63300-04800-9480-4160-000-000-000-000-000-000,00036MIDR,TAKATOOT L.,1976-05-07,NAD27,1,1 OF 1,00210301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210301.pdf
59964,TAKYSIE LAKE,180-374000-95200-41400-5280-0000-000-000-000-000-000-000,02069FRAN,TAKYSIE LAKE,1969-11-01,NAD27,1,1 OF 1,00210701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210701.pdf
211424,TALTAPIN LAKE,480-927700-00000-00000-0000-0000-000-000-000-000-000-000,02504BABL,TALTAPIN L.,1976-03-30,NAD27,2,1 OF 2,00219301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00219301.pdf
211424,TALTAPIN LAKE,480-927700-00000-00000-0000-0000-000-000-000-000-000-000,02504BABL,TALTAPIN L.,1976-03-30,NAD27,2,2 OF 2,00219302.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00219302.pdf
204834,TALTZEN LAKE,460-241300-64600-00000-0000-0000-000-000-000-000-000-000,00425BULK,TALTZEN LAKE,1970-12-16,NAD27,1,1 OF 1,00160201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160201.pdf
190943,TAMARACK LAKE,349-529900-00000-00000-0000-0000-000-000-000-000-000-000,00319SMAR,TAMARACK L.,1961-02-01,NAD27,1,1 OF 1,00297101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00297101.pdf
152756,TAMASGALE LAKE,237-547100-00000-00000-0000-0000-000-000-000-000-000-000,01304NATR,TAMASGALE L.,1978-08-15,NAD27,1,1 OF 1,00210801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210801.pdf
72713,TANDAT LAKE,182-914600-62200-00000-0000-0000-000-000-000-000-000-000,01102STUL,TANDAT L.,1975-09-04,NAD27,1,1 OF 1,00160301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160301.pdf
13110,TANG LAKE,100-593800-17300-02900-0000-0000-000-000-000-000-000-000,00368LSAL,TANG LAKE,1990-02-23,NAD27,1,1 OF 1,00210901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00210901.pdf
211011,TANGLECHAIN LAKE,480-697200-33400-00000-0000-0000-000-000-000-000-000-000,00754BABL,TANGLECHAIN LAKE,1971-04-01,NAD27,1,1 OF 1,00160401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160401.pdf
282110,TANYA LAKES,910-318700-20100-00000-0000-0000-000-000-000-000-000-000,01338LDEN,TANYA LAKES,1976-02-03,NAD27,1,1 OF 1,00319501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00319501.pdf 
282109,TANYA LAKES,910-318700-20100-00000-0000-0000-000-000-000-000-000-000,01436LDEN,TANYA LAKES,1976-02-03,NAD27,1,1 OF 1,00319501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00319501.pdf 
68868,TARNEZELL LAKE,182-819600-58600-00000-0000-0000-000-000-000-000-000-000,00755UTRE,TARNEZELL L.,1976-03-25,NAD27,1,1 OF 1,00211001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211001.pdf
57884,TASA LAKE,180-069000-75200-16600-0000-0000-000-000-000-000-000-000,00001CHIL,TASA LAKE,1990-11-20,NAD27,1,1 OF 1,00325501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00325501.pdf
44418,TASEKO LAKES,150-335700-13400-00000-0000-0000-000-000-000-000-000-000,01255TASR,TASEKO LKS.,,NAD27,1,1 OF 1,00211101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211101.pdf
50749,TASSE LAKE,160-716900-00000-00000-0000-0000-000-000-000-000-000-000,01584QUES,TASSE LAKE,1993-10-07,NAD27,1,1 OF 1,00168001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00168001.pdf
60123,TATALASKA LAKE,180-374000-95200-68400-5940-0000-000-000-000-000-000-000,01575FRAN,TATALASKA LAKE,1969-11-01,NAD27,1,1 OF 1,00211201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211201.pdf
60110,TATALROSE LAKE,180-374000-95200-68400-0000-0000-000-000-000-000-000-000,01304FRAN,TATALROSE L.,1969-11-01,NAD27,1,1 OF 1,00211301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211301.pdf
61931,TATELKUZ LAKE,180-609800-00000-00000-0000-0000-000-000-000-000-000-000,01419LNRS,TATELKUZ L.,1978-08-15,NAD27,1,1 OF 1,00211401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211401.pdf
59336,TATIN LAKE,180-374000-95200-01900-0870-0000-000-000-000-000-000-000,00527FRAN,TATIN L.,1978-08-16,NAD27,1,1 OF 1,00211501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211501.pdf
46659,TATLA LAKE,150-402700-37500-00000-0000-0000-000-000-000-000-000-000,01496LCHR,TATLA LAKE,1971-04-01,NAD27,1,1 OF 1,00211601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211601.pdf
267786,TATLAYOKO LAKE,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,00359HOMA,TATLAYOKO L.,1973-02-01,NAD27,3,1 OF 3,00220701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00220701.pdf
267786,TATLAYOKO LAKE,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,00359HOMA,TATLAYOKO L.,1973-02-01,NAD27,3,2 OF 3,00220702.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00220702.pdf
267786,TATLAYOKO LAKE,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,00359HOMA,TATLAYOKO L.,1973-02-01,NAD27,3,3 OF 3,00220703.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00220703.pdf
233598,TATOGGA LAKE,610-000000-00000-00000-0000-0000-000-000-000-000-000-000,00043UISR,TATOGGA L.,1973-01-01,NAD27,1,1 OF 1,00211701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211701.pdf
253130,TATSAMENIE LAKE,789-236300-00000-00000-0000-0000-000-000-000-000-000-000,00620SHER,TATSAMENIE LAKE,1986-06-11,NAD27,2,1 OF 2,00150001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00150001.pdf 
253130,TATSAMENIE LAKE,789-236300-00000-00000-0000-0000-000-000-000-000-000-000,00620SHER,TATSAMENIE LAKE,1986-06-11,NAD27,2,2 OF 2,00150002.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00150002.pdf 
253128,TATSATUA LAKE,789-236300-00000-00000-0000-0000-000-000-000-000-000-000,00550SHER,TATSATUA LAKE,1985-11-01,NAD27,1,1 OF 1,00161101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00161101.pdf 
56754,TATUK LAKE,180-069000-00000-00000-0000-0000-000-000-000-000-000-000,00712CHIL,TATUK LAKE,1971-11-01,NAD27,2,1 OF 2,00220801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00220801.pdf
56754,TATUK LAKE,180-069000-00000-00000-0000-0000-000-000-000-000-000-000,00712CHIL,TATUK LAKE,1971-11-01,NAD27,2,2 OF 2,00220802.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00220802.pdf
177857,TAURUS LAKE,320-520100-16200-00000-0000-0000-000-000-000-000-000-000,01105KETL,1. THONE L.  2. TAURUS L.,1971-04-01,NAD27,1,1 OF 1,00044801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00044801.pdf
35266,TAWEEL LAKE,129-281900-00000-00000-0000-0000-000-000-000-000-000-000,00149LNTH,TAWEEL LAKE,1978-06-01,NAD27,1,1 OF 1,00347101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00347101.pdf
28043,TAYLOR LAKE,120-506800-57600-48200-9210-1150-000-000-000-000-000-000,00659GRNL,TAYLOR LAKE,1980-04-01,NAD27,1,1 OF 1,00211801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00211801.pdf
59405,TCHESINKUT LAKE,180-374000-95200-01900-3580-0000-000-000-000-000-000-000,00601FRAN,TCHESINKUT LAKE,1982-03-22,NAD27,2,1 OF 2,00221101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00221101.pdf
59405,TCHESINKUT LAKE,180-374000-95200-01900-3580-0000-000-000-000-000-000-000,00601FRAN,TCHESINKUT LAKE,1982-03-22,NAD27,2,2 OF 2,00221102.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00221102.pdf
306190,TEANOOK LAKE,920-047500-51000-00000-0000-0000-000-000-000-000-000-000,00296VICT,TEANOOK L.,1973-01-01,NAD27,1,1 OF 1,00160501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160501.pdf
14705,TEARDROP LAKE,100-593800-52500-36300-0000-0000-000-000-000-000-000-000,02091SALR,TEARDROP L.,1976-12-21,NAD27,1,1 OF 1,00160601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160601.pdf
668925,TEBBUTT LAKE,182-610200-33127-00000-0000-0000-000-000-000-000-000-000,02283STUL,TEBBUTT LAKE,1990-03-21,NAD27,1,1 OF 1,00317501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00317501.pdf
135351,TEEPEE LAKE,231-336900-28800-99700-0000-0000-000-000-000-000-000-000,00010SMOK,TEEPEE LAKE,1995-01-01,NAD27,1,1 OF 1,00160701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160701.pdf
223198,TEIGEN LAKE,560-582100-77600-00000-0000-0000-000-000-000-000-000-000,00276UBIR,TEIGEN LAKE,1983-06-23,NAD27,1,1 OF 1,00095101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00095101.pdf
30574,TELFER LAKE,128-453400-36200-00000-0000-0000-000-000-000-000-000-000,00499ADMS,TELFER LAKE,1982-03-24,NAD27,1,1 OF 1,00160801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160801.pdf
47654,TEN MILE LAKE,160-024400-00000-00000-0000-0000-000-000-000-000-000-000,00001QUES,TEN MILE L.,,NAD27,1,1 OF 1,00213201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00213201.pdf
280833,TENAS LAKE,910-290700-99900-55900-0000-0000-000-000-000-000-000-000,01259ATNA,TENAS L.,1976-02-04,NAD27,1,1 OF 1,00213301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00213301.pdf
23302,TENQUILLE LAKE,119-425100-72000-00000-0000-0000-000-000-000-000-000-000,00189LILL,TENQUILLE LAKE,1989-05-04,NAD27,1,1 OF 1,00163401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00163401.pdf
14213,TERRAPIN LAKE,100-593800-42800-26200-0000-0000-000-000-000-000-000-000,01420MUSK,TERRAPIN L.,1976-12-21,NAD27,1,1 OF 1,00160901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00160901.pdf
62884,TESLA LAKE,180-639300-47200-55000-0000-0000-000-000-000-000-000-000,01980UEUT,TESLA LAKE,1982-01-21,NAD27,3,1 OF 3,00150101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00150101.pdf
62884,TESLA LAKE,180-639300-47200-55000-0000-0000-000-000-000-000-000-000,01980UEUT,TESLA LAKE,1982-01-21,NAD27,3,2 OF 3,00150102.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00150102.pdf
62884,TESLA LAKE,180-639300-47200-55000-0000-0000-000-000-000-000-000-000,01980UEUT,TESLA LAKE,1982-01-21,NAD27,3,3 OF 3,00150103.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00150103.pdf
62706,TETACHUCK LAKE,180-639300-00000-00000-0000-0000-000-000-000-000-000-000,00300UEUT,TETACHUCK LAKE,1970-02-01,NAD27,1,1 OF 1,00161301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00161301.pdf
67565,TEZZERON LAKE,182-819600-32400-00000-0000-0000-000-000-000-000-000-000,01581LTRE,TEZZERON L.,1976-06-10,NAD27,2,1 OF 2,00221401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00221401.pdf
67565,TEZZERON LAKE,182-819600-32400-00000-0000-0000-000-000-000-000-000-000,01581LTRE,TEZZERON L.,1976-06-10,NAD27,2,2 OF 2,00221402.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00221402.pdf
174081,THALIA LAKE,310-367800-62000-35700-5130-8220-000-000-000-000-000-000,00469SIML,THALIA L.,1976-03-29,NAD27,1,1 OF 1,00161501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00161501.pdf
306202,THETIS LAKE,920-077200-43300-00000-0000-0000-000-000-000-000-000-000,00315VICT,THETIS LAKE,1968-01-01,NAD27,1,1 OF 1,00161701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00161701.pdf
306202,THETIS LAKE,920-077200-43300-00000-0000-0000-000-000-000-000-000-000,00315VICT,THETIS LAKE,1982-07-06,NAD27,1,1 OF 1,00150201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00150201.pdf
312100,THIEMER LAKE,920-824200-00000-00000-0000-0000-000-000-000-000-000-000,00184NIMP,THIEMER LAKE,1980-12-18,NAD27,1,1 OF 1,00161901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00161901.pdf
307055,THIRD LAKE,920-384400-68700-00000-0000-0000-000-000-000-000-000-000,00180COWN,THIRD L.,1975-09-16,NAD27,1,1 OF 1,00162101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00162101.pdf
310441,THIRD LAKE,920-725300-73100-05800-0000-0000-000-000-000-000-000-000,00757SALM,THIRD L.,1978-08-15,NAD27,1,1 OF 1,00213501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00213501.pdf
306194,THIRD LAKE,920-047500-84400-00000-0000-0000-000-000-000-000-000-000,00223VICT,THIRD LAKE,1973-01-01,NAD27,1,1 OF 1,00162201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00162201.pdf
63589,THLETELBAN LAKE,180-640500-00000-00000-0000-0000-000-000-000-000-000-000,00214LEUT,THLETELBAN L.,1976-02-20,NAD27,1,1 OF 1,00213601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00213601.pdf
274004,THOMPSON LAKE,905-323000-15700-00000-0000-0000-000-000-000-000-000-000,00573TOBA,THOMPSON LAKE,1997-03-01,NAD27,1,1 OF 1,00344001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00344001.pdf 
178362,THONE LAKE,320-636600-22000-00000-0000-0000-000-000-000-000-000-000,00939KETL,1. THONE L.  2. TAURUS L.,1971-04-01,NAD27,1,1 OF 1,00044801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00044801.pdf
162053,THORNE LAKE,239-891300-51600-00000-0000-0000-000-000-000-000-000-000,01600FIRE,THORNE L.,1978-11-21,NAD27,1,1 OF 1,00162401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00162401.pdf
324757,THREE ISLE LAKE,930-865200-42600-43800-0000-0000-000-000-000-000-000-000,00158BRKS,THREE ISLE L.,1980-07-17,NAD27,1,1 OF 1,00162601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00162601.pdf
107239,THREE KETTLE LAKE,217-291300-00000-00000-0000-0000-000-000-000-000-000-000,00864TURN,THREE KETTLE L.,1981-04-28,NAD27,1,1 OF 1,00162701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00162701.pdf
330298,THUNDER LAKE,970-110000-70500-00000-0000-0000-000-000-000-000-000-000,00081SKGT,THUNDER LAKE,1994-03-01,NAD27,1,1 OF 1,00161201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00161201.pdf
155312,THUTADE LAKE,239-000000-00000-00000-0000-0000-000-000-000-000-000-000,00948FIRE,THUTADE L.,1978-11-01,NAD27,1,1 OF 1,00213701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00213701.pdf
188420,TIE LAKE,349-284500-14300-27400-0000-0000-000-000-000-000-000-000,00178BULL,TIE LAKE,,NAD27,1,1 OF 1,00213801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00213801.pdf
8255,TILL LAKE,100-369000-62400-00000-0000-0000-000-000-000-000-000-000,00476MFRA,TILL LAKE,1980-05-07,NAD27,1,1 OF 1,00323601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00323601.pdf
10739,TILTZARONE LAKE,100-460500-57200-16100-0000-0000-000-000-000-000-000-000,00106NARC,TILTZARONE LAKE,1991-10-29,NAD27,1,1 OF 1,00214201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00214201.pdf
306885,TIMBERLAND LAKE,920-384400-11200-22300-6390-0000-000-000-000-000-000-000,00313COWN,TIMBER LAND L. (NEAR CRYSTAL),1970-12-16,NAD27,1,1 OF 1,00164701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00164701.pdf
9184,TIMOTHY LAKE,100-385000-98600-98900-5160-0000-000-000-000-000-000-000,01451SAJR,TIMOTHY LAKE,1980-03-25,NAD27,1,1 OF 1,00221701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00221701.pdf
27867,TIN CUP LAKE,120-506800-57600-19500-0000-0000-000-000-000-000-000-000,01826GRNL,TIN CUP L.,1978-02-07,NAD27,1,1 OF 1,00214401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00214401.pdf
9695,TINGLEY LAKE,100-416800-00000-00000-0000-0000-000-000-000-000-000-000,00360TWAC,TINGLEY LAKE,1991-10-30,NAD27,1,1 OF 1,00163501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00163501.pdf
36844,TINY TIM LAKE,129-360400-23900-98400-4210-0000-000-000-000-000-000-000,01256MAHD,TINY TIM L.,1975-06-18,NAD27,1,1 OF 1,00164801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00164801.pdf
49920,TISDALL LAKE,160-635400-43300-00000-0000-0000-000-000-000-000-000-000,00786HORS,TISDALL L.,1962-08-01,NAD27,1,1 OF 1,00296401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00296401.pdf
152261,TIZGAY LAKE,237-444800-00000-00000-0000-0000-000-000-000-000-000-000,01302NATR,TIZGAY L.,1978-08-30,NAD27,1,1 OF 1,00164901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00164901.pdf
309780,TLOWILS LAKE,920-725300-11100-25500-0000-0000-000-000-000-000-000-000,00117SALM,TLOWILS LAKE,1969-11-01,NAD27,1,1 OF 1,00165101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165101.pdf
152835,TLUTSACHO LAKE,237-625800-29700-00000-0000-0000-000-000-000-000-000-000,01353NATR,TLUTSACHO L.,1978-08-14,NAD27,1,1 OF 1,00214501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00214501.pdf
132506,TOBIN LAKE,230-950000-26300-00000-0000-0000-000-000-000-000-000-000,00516FINA,TOBIN LAKE,1982-08-26,NAD27,1,1 OF 1,00214701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00214701.pdf
204859,TOBOGGAN LAKE,460-242900-51500-00000-0000-0000-000-000-000-000-000-000,00471BULK,TOBOGGAN LAKE,1983-08-29,NAD27,1,1 OF 1,00165201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165201.pdf
239277,TODAGIN LAKE,610-910500-54200-00000-0000-0000-000-000-000-000-000-000,00166UISR,TODAGIN LAKE,1985-02-11,NAD27,1,1 OF 1,00216201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00216201.pdf
274030,TOM LAKE,905-323000-55100-00000-0000-0000-000-000-000-000-000-000,00489TOBA,TOM LAKE,1997-02-01,NAD27,1,1 OF 1,00343901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00343901.pdf 
438744,TOM MACKAY LAKE,960-250000-74700-47400-5040-3250-000-000-000-000-000-000,00184UNUR,TOM MACKAY LAKE,1983-06-28,NAD27,1,1 OF 1,00221901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00221901.pdf
72660,TOMAS LAKE,182-914600-00000-00000-0000-0000-000-000-000-000-000-000,01233STUL,TOMAS LAKE,1976-06-09,NAD27,1,1 OF 1,00165501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165501.pdf
130547,TOMIAS LAKE,230-925900-34800-00000-0000-0000-000-000-000-000-000-000,00049MESI,TOMIAS LAKE,1982-01-05,NAD27,1,1 OF 1,00216301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00216301.pdf
121974,TOMS LAKE,230-690000-64400-27600-0000-0000-000-000-000-000-000-000,00725LPCE,TOM'S L.  CUTBANK L.,1958-07-01,NAD27,1,1 OF 1,00165401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165401.pdf
128305,TOODICK LAKE,230-906800-97600-21500-0000-0000-000-000-000-000-000-000,00212CRKD,TOODICK LAKE,1989-02-14,NAD27,1,1 OF 1,00165601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165601.pdf
160172,TOODOGGONE LAKE,239-667500-00000-00000-0000-0000-000-000-000-000-000-000,01141TOOD,TOODOGGONE LAKE,1988-06-06,NAD27,2,1 OF 2,00222001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00222001.pdf
160172,TOODOGGONE LAKE,239-667500-00000-00000-0000-0000-000-000-000-000-000-000,01141TOOD,TOODOGGONE LAKE,1988-06-06,NAD27,2,2 OF 2,00222002.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00222002.pdf
62469,TOP LAKE,180-637900-56400-00000-0000-0000-000-000-000-000-000-000,01045UEUT,TOP LAKE,1986-06-06,NAD27,1,1 OF 1,00222101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00222101.pdf
211808,TOP LAKE,480-993600-70900-00000-0000-0000-000-000-000-000-000-000,02795BABL,TOP LAKE,1969-11-01,NAD27,1,1 OF 1,00165801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00165801.pdf
170995,TOPAZ LAKE,300-949900-45200-20600-0000-0000-000-000-000-000-000-000,00100COLR,1. JADE  2. TOPAZ  3. CUB   LKS.,1971-11-01,NAD27,1,1 OF 1,00036101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00036101.pdf
